,date,country,title,label,views,description,attributes,classify_text
2020,2023-07,Argentina,Sinéad_O'Connor,Sinéad O'Connor,40777,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2021,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,39554,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2022,2023-07,Mexico,Emma_Reyes_(artista),Emma Reyes,39109,Colombian artist (1919–2003),human,colombian artist 1919–2003
2023,2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,39086,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
2024,2023-07,Argentina,Marcelo_Saracchi,Marcelo Saracchi,38999,Uruguayan association football player (born 1998),human,uruguayan association football player born 1998
2025,2023-07,Argentina,Sinéad_O'Connor,Sinéad O'Connor,38555,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2026,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,38521,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2027,2023-07,Chile,Cecilia_Pantoja,Cecilia Pantoja,38519,Chilean musician,human,chilean musician
2033,2023-07,Chile,Diana_Sacayán,Amancay Diana Sacayán,35666,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015
2035,2023-07,Chile,Sinéad_O'Connor,Sinéad O'Connor,35422,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2037,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,34501,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2038,2023-07,Spain,Francisco_Ibáñez,Francisco Ibáñez Talavera,33855,Spanish artist (1936–2023),human,spanish artist 1936–2023
2039,2023-07,Mexico,Sinéad_O'Connor,Sinéad O'Connor,33559,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2041,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,33012,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2047,2023-07,Mexico,Sinéad_O'Connor,Sinéad O'Connor,32066,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2050,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,31758,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2051,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,31613,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2052,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,31368,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2055,2023-07,Spain,Alberto_Núñez_Feijóo,Alberto Núñez Feijóo,31265,Spanish politician (born 1961),human,spanish politician born 1961
2064,2023-07,Colombia,Emma_Reyes_(artista),Emma Reyes,30589,Colombian artist (1919–2003),human,colombian artist 1919–2003
2066,2023-07,Spain,Isabel_Díaz_Ayuso,Isabel Díaz Ayuso,30199,Spanish politician,human,spanish politician
2067,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,30193,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2068,2023-07,Mexico,Ramón_López_Velarde,Ramón López Velarde,30054,Mexican poet (1888–1921),human,mexican poet 1888–1921
2070,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,29782,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2082,2023-07,Spain,Michelle_Calvó,Michelle Calvó,28425,Spanish actress,human,spanish actress
2085,2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,28030,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
2086,2023-07,Chile,Sinéad_O'Connor,Sinéad O'Connor,27867,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2087,2023-07,Spain,Alberto_Núñez_Feijoo,Alberto Núñez Feijóo,26972,Spanish politician (born 1961),human,spanish politician born 1961
2088,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,26740,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2091,2023-07,Mexico,Emma_Reyes_(artista),Emma Reyes,24956,Colombian artist (1919–2003),human,colombian artist 1919–2003
2092,2023-07,Spain,Izan_Almansa,Izan Almansa,24810,Spanish basketball player,human,spanish basketball player
2094,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,24725,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2095,2023-07,Mexico,Porfirio_Muñoz_Ledo,Porfirio Muñoz Ledo,24465,Mexican diplomat and politician (1933–2023),human,mexican diplomat politician 1933–2023
2097,2023-07,Spain,Sinéad_O'Connor,Sinéad O'Connor,24359,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2098,2023-07,Argentina,Edinson_Cavani,Edinson Cavani,24077,Uruguayan association football player,human,uruguayan association football player
2099,2023-07,Mexico,Mata_Hari,Mata Hari,23935,"Dutch exotic dancer, courtesan and spy (1876-1917)",human,dutch exotic dancer courtesan spy 1876 1917
2100,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,23875,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2101,2023-07,Chile,Nicolás_Jarry_(tenista),Nicolás Jañññ,23401,Chilean tennis player,human,chilean tennis player
2102,2023-07,Spain,Santiago_Abascal,Santiago Abascal,23081,Spanish politician (born 1976),human,spanish politician born 1976
2103,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,22889,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2104,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,22856,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2106,2023-07,Spain,Pedro_Sánchez,Pedro Sánchez,22638,Prime Minister of Spain since 2018,human,prime minister spain since 2018
2108,2023-07,Chile,Cecilia_Pantoja,Cecilia Pantoja,22459,Chilean musician,human,chilean musician
2111,2023-07,Spain,Jane_Birkin,Jane Birkin,22155,British-French actress and singer (1946–2023),human,british french actress singer 1946–2023
2112,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,22074,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2115,2023-07,Spain,Santiago_Abascal,Santiago Abascal,21473,Spanish politician (born 1976),human,spanish politician born 1976
2118,2023-07,Chile,Lenka_Franulic,Lenka Franulic,20980,Chilean journalist (1908–1961),human,chilean journalist 1908–1961
2120,2023-07,Spain,Francisco_Javier_García_Gaztelu,Francisco Javier García Gaztelu,20856,"Spanish assassin, leading member of the terrorist group ETA",human,spanish assassin leading member terrorist group eta
2121,2023-07,Spain,Bertín_Osborne,Bertín Osborne,20713,Spanish singer,human,spanish singer
2133,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,19888,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2139,2023-07,Mexico,Mata_Hari,Mata Hari,19239,"Dutch exotic dancer, courtesan and spy (1876-1917)",human,dutch exotic dancer courtesan spy 1876 1917
2142,2023-07,Mexico,Porfirio_Muñoz_Ledo,Porfirio Muñoz Ledo,19046,Mexican diplomat and politician (1933–2023),human,mexican diplomat politician 1933–2023
2144,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,19003,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2149,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,18908,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2150,2023-07,Spain,Silvia_Intxaurrondo,Silvia Intxaurrondo,18750,Spanish journalist,human,spanish journalist
2152,2023-07,Spain,Patricia_Pardo,Patricia Pardo,18616,Spanish journalist,human,spanish journalist
2156,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,18064,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2159,2023-07,Spain,Carlos_Rodríguez_(ciclista),Carlos Rodríguez Cano,18007,Spanish cyclist,human,spanish cyclist
2160,2023-07,Mexico,Margot_Robbie,Margot Robbie,17996,Australian actress (b. 1990),human,australian actress b 1990
2163,2023-07,Spain,Nicolás_Jarry_(tenista),Nicolás Jañññ,17493,Chilean tennis player,human,chilean tennis player
2164,2023-07,Argentina,Diana_Sacayán,Amancay Diana Sacayán,17407,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015
2165,2023-07,Spain,Alberto_Núñez_Feijóo,Alberto Núñez Feijóo,17405,Spanish politician (born 1961),human,spanish politician born 1961
2166,2023-07,Spain,Tamara_Falcó,Tamara Falcó Preysler,17177,Spanish aristocrat and socialite,human,spanish aristocrat socialite
2167,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,17175,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2168,2023-07,Peru,Diana_Sacayán,Amancay Diana Sacayán,17173,Argentinian LGBT rights activist (1975-2015),human,argentinian lgbt rights activist 1975 2015
2172,2023-07,Mexico,Margot_Robbie,Margot Robbie,17007,Australian actress (b. 1990),human,australian actress b 1990
2177,2023-07,Spain,Silvia_Intxaurrondo,Silvia Intxaurrondo,16791,Spanish journalist,human,spanish journalist
2180,2023-07,Argentina,Maximiliano_Pullaro,Maximiliano Pullaro,16611,Argentine politician,human,argentine politician
2182,2023-07,Mexico,Jaime_Lozano,Jaime Lozano,16543,Mexican association football player and manager,human,mexican association football player manager
2185,2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,16465,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
2186,2023-07,Argentina,J._Robert_Oppenheimer,Robert Oppenheimer,16247,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2195,2023-07,Colombia,Sinéad_O'Connor,Sinéad O'Connor,15866,Irish singer-songwriter and activist (1966–2023),human,irish singer songwriter activist 1966–2023
2206,2023-07,Colombia,J._Robert_Oppenheimer,Robert Oppenheimer,15504,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2209,2023-07,Spain,Pedro_Sánchez,Pedro Sánchez,15349,Prime Minister of Spain since 2018,human,prime minister spain since 2018
2210,2023-07,Argentina,Edinson_Cavani,Edinson Cavani,15336,Uruguayan association football player,human,uruguayan association football player
2212,2023-07,Spain,J._Robert_Oppenheimer,Robert Oppenheimer,15276,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2213,2023-07,Argentina,J._Robert_Oppenheimer,Robert Oppenheimer,15240,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2215,2023-07,Spain,Santiago_Abascal,Santiago Abascal,15176,Spanish politician (born 1976),human,spanish politician born 1976
2220,2023-07,Spain,Alberto_Núñez_Feijóo,Alberto Núñez Feijóo,15067,Spanish politician (born 1961),human,spanish politician born 1961
2224,2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,15009,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
2227,2023-07,Spain,Francisco_Javier_García_Gaztelu,Francisco Javier García Gaztelu,14942,"Spanish assassin, leading member of the terrorist group ETA",human,spanish assassin leading member terrorist group eta
2228,2023-07,Spain,Francisco_Ibáñez,Francisco Ibáñez Talavera,14934,Spanish artist (1936–2023),human,spanish artist 1936–2023
2229,2023-07,Mexico,J._Robert_Oppenheimer,Robert Oppenheimer,14934,"American theoretical physicist, known as ""father of the atomic bomb"" (1904–1967)",human,american theoretical physicist known father atomic bomb 1904–1967
2230,2023-07,Spain,Andrea_Guasch,Andrea Guasch,14918,Spanish actress,human,spanish actress
2232,2023-07,Peru,Emma_Reyes_(artista),Emma Reyes,14903,Colombian artist (1919–2003),human,colombian artist 1919–2003
2233,2023-07,Spain,Pello_Bilbao,Pello Bilbao,14901,Spanish racing cyclist,human,spanish racing cyclist
2248,2023-07,Spain,Tamara_Falcó,Tamara Falcó Preysler,14449,Spanish aristocrat and socialite,human,spanish aristocrat socialite
2249,2023-07,Argentina,Edinson_Cavani,Edinson Cavani,14447,Uruguayan association football player,human,uruguayan association football player
2252,2023-07,Spain,Yolanda_Díaz,Yolanda Díaz,14319,Spanish politician and lawyer (born 1971),human,spanish politician lawyer born 1971
2253,2023-07,Spain,Izan_Almansa,Izan Almansa,14314,Spanish basketball player,human,spanish basketball player
2257,2023-07,Mexico,Bárbara_Torres,Bárbara Torres,14176,Mexican actress,human,mexican actress
2258,2023-07,Spain,Francisco_Javier_García_Gaztelu,Francisco Javier García Gaztelu,14137,"Spanish assassin, leading member of the terrorist group ETA",human,spanish assassin leading member terrorist group eta
2259,2023-07,Spain,Matteo_Berrettini,Matteo Berrettini,14130,Italian tennis player,human,italian tennis player
